bart_mtmh,bart
1.5681141413894486,1.7073579328813662
1.5861303464206837,1.6919263956120272
1.5724477890882413,1.6935507165829984
1.596266116252242,1.7031814733967259
1.5796419378206672,1.7109358291300696
1.556150710870343,1.6828973090216888
1.5936886851064254,1.7102667690129498
1.5481644137547061,1.695076231285612
1.5721025494284129,1.690308167732421
1.5572153565451399,1.688215665471528
