dgp,seed,ntrain,temperature,n_test,n_chains,n_posterior,gr_posterior_mean,gr_q5,gr_q25,gr_q50,gr_q75,gr_q95,rmse_credible,coverage_credible
294_satellite_image,6,1000,2.0,644,8,1000,1.0270674228668213,1.0128004550933838,1.0168776512145996,1.0282117128372192,1.0078681707382202,1.0127644538879395,0.8489229050483524,0.8233695652173912
294_satellite_image,6,1000,3.0,644,8,1000,1.034168004989624,1.0380363464355469,1.0131653547286987,1.0173609256744385,1.0455684661865234,1.0256174802780151,0.8211367408036476,0.9101319875776397
294_satellite_image,6,200,1.0,644,8,1000,1.003188967704773,1.0022621154785156,1.003147006034851,1.0021274089813232,1.0076512098312378,1.001254916191101,0.9380005931457722,0.8037655279503106
294_satellite_image,6,200,3.0,644,8,1000,1.00105881690979,1.0024455785751343,1.0008028745651245,1.003121018409729,1.0004585981369019,1.0025440454483032,0.8907677946993275,0.9415760869565217
294_satellite_image,6,200,2.0,644,8,1000,1.0001295804977417,1.001102328300476,1.0001463890075684,1.000480055809021,1.0041272640228271,1.0003399848937988,0.9156510107932713,0.8573369565217392
294_satellite_image,1,200,1.0,644,8,1000,1.0051203966140747,1.0049933195114136,1.002879023551941,1.0019400119781494,1.0026533603668213,1.0020158290863037,0.9373104152368705,0.780861801242236
294_satellite_image,1,200,2.0,644,8,1000,1.00009286403656,1.0010459423065186,1.001067042350769,1.0007317066192627,0.9999043941497803,1.0018967390060425,0.9120388456647774,0.8693711180124224
294_satellite_image,1,200,3.0,644,8,1000,1.0009040832519531,1.000627875328064,1.0011276006698608,1.001222014427185,1.0068997144699097,1.0023258924484253,0.872018748207785,0.9536102484472051
294_satellite_image,1,1000,1.0,644,8,1000,1.0624204874038696,1.0785335302352905,1.0669641494750977,1.0360652208328247,1.0191526412963867,1.011324405670166,0.8956647987728678,0.7387422360248448
294_satellite_image,1,1000,3.0,644,8,1000,1.030786395072937,1.0381340980529785,1.0188661813735962,1.0224779844284058,1.0336878299713135,1.0164031982421875,0.8194592470803843,0.9054736024844721
294_satellite_image,1,1000,2.0,644,8,1000,1.0242624282836914,1.0097942352294922,1.0039067268371582,1.0138627290725708,1.0179489850997925,1.009183406829834,0.855938172149298,0.8161878881987578
low_lei_candes,7,200,1.0,500,8,1000,1.0087707042694092,1.013789176940918,1.0178561210632324,1.0188286304473877,1.0124610662460327,1.0920050144195557,0.2849569970036523,0.9745
low_lei_candes,7,200,2.0,500,8,1000,1.0066497325897217,1.0059481859207153,1.001834511756897,1.0070384740829468,1.026435375213623,1.0192978382110596,0.3239378009990147,0.99325
low_lei_candes,7,200,3.0,500,8,1000,1.0013082027435303,1.0081760883331299,1.0055758953094482,1.002627968788147,1.0035977363586426,1.00175142288208,0.5131959813289921,0.9975
low_lei_candes,7,10000,3.0,500,8,1000,1.1076222658157349,1.037793517112732,1.0480055809020996,1.0593516826629639,1.078903079032898,1.0398191213607788,0.11820466627040516,0.996
low_lei_candes,7,10000,2.0,500,8,1000,1.1148005723953247,1.0421451330184937,1.017214298248291,1.0347254276275635,1.0308278799057007,1.1110090017318726,0.0727719539253888,0.9802500000000001
low_lei_candes,7,10000,1.0,500,8,1000,1.3481276035308838,1.301997184753418,1.0894229412078857,1.1009827852249146,1.1472728252410889,1.2575089931488037,0.08242790519068298,0.9035
low_lei_candes,7,1000,2.0,500,8,1000,1.0129148960113525,1.0364363193511963,1.019923448562622,1.0050745010375977,1.0068660974502563,1.0086369514465332,0.1663858975318036,0.999
low_lei_candes,7,1000,3.0,500,8,1000,1.0424747467041016,1.0484691858291626,1.0417431592941284,1.0236091613769531,1.0265941619873047,1.0785051584243774,0.28435355930378425,1.0
low_lei_candes,7,1000,1.0,500,8,1000,1.0182981491088867,1.0155867338180542,1.0125759840011597,1.0220248699188232,1.0414994955062866,1.0935686826705933,0.1657514361958657,0.9844999999999999
low_lei_candes,3,200,1.0,500,8,1000,1.0201438665390015,1.0241823196411133,1.0167189836502075,1.008858323097229,1.0175718069076538,1.0769017934799194,0.3190272686456404,0.9695
low_lei_candes,3,200,3.0,500,8,1000,1.0049701929092407,1.0087580680847168,1.0088764429092407,1.0071539878845215,1.0061426162719727,1.0054121017456055,0.6596165122611235,0.98025
low_lei_candes,3,200,2.0,500,8,1000,1.0058361291885376,1.0044715404510498,1.0053927898406982,1.0094246864318848,1.015356183052063,1.0281718969345093,0.42676802454521656,0.97925
low_lei_candes,3,10000,1.0,500,8,1000,1.1903159618377686,1.1653798818588257,1.1102402210235596,1.0859160423278809,1.0809767246246338,1.2636100053787231,0.09024728668592924,0.88425
low_lei_candes,3,10000,3.0,500,8,1000,1.0787949562072754,1.0384260416030884,1.0221154689788818,1.022169828414917,1.0106000900268555,1.0895490646362305,0.12084200232241235,0.99725
low_lei_candes,3,10000,2.0,500,8,1000,1.0584684610366821,1.0543314218521118,1.0378528833389282,1.0202462673187256,1.0449249744415283,1.0878934860229492,0.08166162402254526,0.973
low_lei_candes,3,1000,2.0,500,8,1000,1.0134092569351196,1.012067198753357,1.0233325958251953,1.020285964012146,1.01715886592865,1.0106216669082642,0.17869471953667337,0.996
low_lei_candes,3,1000,3.0,500,8,1000,1.0534179210662842,1.0375789403915405,1.0314037799835205,1.0341753959655762,1.0431216955184937,1.038551926612854,0.2806481743700076,1.0
low_lei_candes,3,1000,1.0,500,8,1000,1.0824886560440063,1.0289491415023804,1.0217595100402832,1.0298519134521484,1.0765153169631958,1.158883810043335,0.17727091423670382,0.9652499999999999
low_lei_candes,9,10000,1.0,500,8,1000,1.2701138257980347,1.2720227241516113,1.1128325462341309,1.0844882726669312,1.1777079105377197,1.0240323543548584,0.08519010197703977,0.9012500000000001
low_lei_candes,9,10000,2.0,500,8,1000,1.0717698335647583,1.0447254180908203,1.0135924816131592,1.0417181253433228,1.0710930824279785,1.0702298879623413,0.07253318652558759,0.9814999999999999
low_lei_candes,9,10000,3.0,500,8,1000,1.118543028831482,1.0441573858261108,1.0621892213821411,1.0788993835449219,1.0810763835906982,1.0261458158493042,0.11728097429019639,0.999
low_lei_candes,9,200,2.0,500,8,1000,1.004317283630371,1.0029820203781128,1.0011922121047974,1.0002039670944214,1.0019611120224,1.0098882913589478,0.37914927027615974,0.98475
low_lei_candes,9,200,3.0,500,8,1000,1.00413978099823,1.000820517539978,1.0014667510986328,1.0025432109832764,1.0056649446487427,1.0100986957550049,0.5890617348212406,0.98725
low_lei_candes,9,200,1.0,500,8,1000,1.0150704383850098,1.015945553779602,1.0155837535858154,1.0058722496032715,1.0154105424880981,1.0394972562789917,0.3092820018100728,0.96925
low_lei_candes,9,1000,2.0,500,8,1000,1.0334733724594116,1.0165882110595703,1.0173635482788086,1.0116474628448486,1.0113613605499268,1.0476011037826538,0.16645515416877832,0.99975
low_lei_candes,9,1000,3.0,500,8,1000,1.0630265474319458,1.050063967704773,1.0530353784561157,1.0434858798980713,1.0396263599395752,1.0196765661239624,0.279779119252524,1.0
low_lei_candes,9,1000,1.0,500,8,1000,1.0576928853988647,1.0245572328567505,1.0287889242172241,1.036886215209961,1.039483666419983,1.0840092897415161,0.16663784522223102,0.98
low_lei_candes,4,200,2.0,500,8,1000,1.0097054243087769,1.005897879600525,1.0057499408721924,1.0053898096084595,1.0079522132873535,1.0162628889083862,0.4788861821081335,0.97275
low_lei_candes,4,200,3.0,500,8,1000,1.0024476051330566,1.0027477741241455,1.002686858177185,1.0053247213363647,1.004603624343872,1.0108966827392578,0.662226799081306,0.9784999999999999
low_lei_candes,4,200,1.0,500,8,1000,1.0143848657608032,1.021332859992981,1.0174808502197266,1.0082651376724243,1.0142402648925781,1.0168534517288208,0.3880687936567623,0.9484999999999999
low_lei_candes,4,1000,1.0,500,8,1000,1.0806877613067627,1.0249112844467163,1.0208866596221924,1.036131739616394,1.0700321197509766,1.167717695236206,0.17270022772966806,0.98225
low_lei_candes,4,1000,3.0,500,8,1000,1.0253769159317017,1.0116777420043945,1.012329339981079,1.0146372318267822,1.0174669027328491,1.0355393886566162,0.28917942351368253,1.0
low_lei_candes,4,1000,2.0,500,8,1000,1.0518298149108887,1.0117121934890747,1.003761887550354,1.01164710521698,1.0243533849716187,1.025052785873413,0.1663694083546468,0.99925
low_lei_candes,4,10000,1.0,500,8,1000,1.3156782388687134,1.150416612625122,1.1007463932037354,1.0438015460968018,1.079281210899353,1.091078758239746,0.0891330622442148,0.886
low_lei_candes,4,10000,3.0,500,8,1000,1.0694605112075806,1.1326595544815063,1.0680328607559204,1.0261110067367554,1.084945559501648,1.0291862487792969,0.12686010736722844,0.99625
low_lei_candes,4,10000,2.0,500,8,1000,1.079256296157837,1.06605064868927,1.0350075960159302,1.0357050895690918,1.034174919128418,1.0563515424728394,0.07960918211063886,0.976
low_lei_candes,6,10000,3.0,500,8,1000,1.0551564693450928,1.0294606685638428,1.0199427604675293,1.0260579586029053,1.0559098720550537,1.0363940000534058,0.11353404972901995,0.9984999999999999
low_lei_candes,6,10000,2.0,500,8,1000,1.091928243637085,1.1244056224822998,1.0456594228744507,1.0256508588790894,1.0359535217285156,1.0714329481124878,0.0731319769218588,0.9755
low_lei_candes,6,10000,1.0,500,8,1000,1.330344557762146,1.1166353225708008,1.141558289527893,1.0617008209228516,1.0779693126678467,1.1312518119812012,0.08627965198549489,0.903
low_lei_candes,6,1000,1.0,500,8,1000,1.0289500951766968,1.077871561050415,1.0347492694854736,1.0178383588790894,1.0328514575958252,1.0630563497543335,0.175686486382412,0.977
low_lei_candes,6,1000,3.0,500,8,1000,1.0159517526626587,1.0305143594741821,1.031187653541565,1.013142704963684,1.0071134567260742,1.0263164043426514,0.2788418603196068,1.0
low_lei_candes,6,1000,2.0,500,8,1000,1.0403090715408325,1.0089432001113892,1.0154569149017334,1.0210211277008057,1.0154963731765747,1.0145515203475952,0.1770181072621121,0.999
low_lei_candes,6,200,1.0,500,8,1000,1.0124479532241821,1.0019192695617676,1.008753776550293,1.0119367837905884,1.0090529918670654,1.021017074584961,0.3565724612554607,0.94225
low_lei_candes,6,200,2.0,500,8,1000,1.0039887428283691,1.0038162469863892,1.0010986328125,1.0062733888626099,1.0152206420898438,1.0071513652801514,0.5121980159405627,0.9377500000000001
low_lei_candes,6,200,3.0,500,8,1000,1.0063977241516113,1.0086301565170288,1.0054609775543213,1.0041389465332031,1.0055001974105835,1.00972580909729,0.7216197571477044,0.9537499999999999
low_lei_candes,1,1000,1.0,500,8,1000,1.125495433807373,1.0559898614883423,1.0664923191070557,1.0879878997802734,1.0694271326065063,1.0885493755340576,0.1934926129755661,0.9637499999999999
low_lei_candes,1,1000,3.0,500,8,1000,1.0087738037109375,1.019073247909546,1.0160778760910034,1.01058030128479,1.0091968774795532,1.0225073099136353,0.31346973800968936,1.0
low_lei_candes,1,1000,2.0,500,8,1000,1.0350382328033447,1.0076733827590942,1.0081816911697388,1.0140202045440674,1.0399845838546753,1.0284897089004517,0.19989482869015618,0.9975
low_lei_candes,1,200,3.0,500,8,1000,1.0041985511779785,1.0045409202575684,1.0023481845855713,1.0044410228729248,1.0066908597946167,1.0023696422576904,0.6294001580222267,0.9745
low_lei_candes,1,200,2.0,500,8,1000,1.0024138689041138,1.0095881223678589,1.0065737962722778,1.0045175552368164,1.0101674795150757,1.0085989236831665,0.4217202590798359,0.96925
low_lei_candes,1,200,1.0,500,8,1000,1.0144352912902832,1.0088237524032593,1.0031901597976685,1.0139471292495728,1.039955973625183,1.080749750137329,0.3114600904831905,0.9657499999999999
low_lei_candes,1,10000,1.0,500,8,1000,1.0606271028518677,1.2419474124908447,1.1709760427474976,1.0820631980895996,1.1377240419387817,1.4435715675354004,0.08692411221623772,0.8975
low_lei_candes,1,10000,3.0,500,8,1000,1.0598043203353882,1.0809403657913208,1.0501437187194824,1.0223783254623413,1.0527443885803223,1.066250205039978,0.1158033603338231,0.999
low_lei_candes,1,10000,2.0,500,8,1000,1.0717926025390625,1.0578532218933105,1.0172436237335205,1.0163171291351318,1.0330674648284912,1.063439965248108,0.0759229426093941,0.9744999999999999
low_lei_candes,10,1000,1.0,500,8,1000,1.1011614799499512,1.049777865409851,1.058337688446045,1.0484591722488403,1.016419768333435,1.5944255590438843,0.17717521759574112,0.9757499999999999
low_lei_candes,10,1000,2.0,500,8,1000,1.0265769958496094,1.003687858581543,1.0074195861816406,1.0094590187072754,1.016197681427002,1.086075782775879,0.1747207829825821,0.99975
low_lei_candes,10,1000,3.0,500,8,1000,1.0537264347076416,1.0471490621566772,1.036696195602417,1.0425262451171875,1.0547276735305786,1.0582753419876099,0.2978047058776728,1.0
low_lei_candes,10,10000,3.0,500,8,1000,1.031838059425354,1.0954358577728271,1.0574337244033813,1.0229694843292236,1.056579828262329,1.114118218421936,0.11892484735589756,0.9984999999999999
low_lei_candes,10,10000,2.0,500,8,1000,1.0208232402801514,1.0101797580718994,1.0104410648345947,1.0175191164016724,1.0401911735534668,1.3628625869750977,0.07452923126332331,0.98
low_lei_candes,10,10000,1.0,500,8,1000,1.225441575050354,1.2407439947128296,1.0958105325698853,1.0330731868743896,1.1504772901535034,2.596040964126587,0.08680532258771806,0.889
low_lei_candes,10,200,1.0,500,8,1000,1.021127700805664,1.029861330986023,1.0289932489395142,1.015669345855713,1.009466528892517,1.1348962783813477,0.25766411276951906,0.99375
low_lei_candes,10,200,2.0,500,8,1000,1.0038540363311768,1.0219178199768066,1.008057713508606,1.0020158290863037,1.0150996446609497,1.0147759914398193,0.31404173652272815,1.0
low_lei_candes,10,200,3.0,500,8,1000,1.0045942068099976,1.0060572624206543,1.008238673210144,1.0070770978927612,1.0027134418487549,1.0029993057250977,0.5006074966399964,0.99725
low_lei_candes,5,200,2.0,500,8,1000,1.002142310142517,1.0046814680099487,1.0019776821136475,1.0031251907348633,1.0068914890289307,1.018080234527588,0.3640927531562591,0.9985
low_lei_candes,5,200,3.0,500,8,1000,1.0066131353378296,1.0094810724258423,1.0090984106063843,1.0038890838623047,1.0023622512817383,1.0079776048660278,0.6176558876724779,0.995
low_lei_candes,5,200,1.0,500,8,1000,1.039625644683838,1.0149585008621216,1.0138237476348877,1.0171146392822266,1.0307997465133667,1.0390496253967285,0.2899209612651743,0.9877499999999999
low_lei_candes,5,1000,1.0,500,8,1000,1.090632438659668,1.0164939165115356,1.023987889289856,1.0259572267532349,1.0744705200195312,1.0576564073562622,0.16131990311989883,0.98225
low_lei_candes,5,1000,2.0,500,8,1000,1.0116667747497559,1.0018796920776367,1.0051957368850708,1.0112963914871216,1.0154290199279785,1.0284385681152344,0.16384731500356184,0.9995
low_lei_candes,5,1000,3.0,500,8,1000,1.0334229469299316,1.0456734895706177,1.051413893699646,1.0170071125030518,1.016548991203308,1.0241901874542236,0.27813206174935967,1.0
low_lei_candes,5,10000,1.0,500,8,1000,1.1061391830444336,1.0942871570587158,1.04091477394104,1.0191550254821777,1.0886733531951904,1.1105777025222778,0.09042710597648011,0.888
low_lei_candes,5,10000,2.0,500,8,1000,1.1518474817276,1.058120846748352,1.0333505868911743,1.0571856498718262,1.095922589302063,1.0781651735305786,0.07911123947674037,0.9722500000000001
low_lei_candes,5,10000,3.0,500,8,1000,1.046849250793457,1.0346369743347168,1.0216237306594849,1.0517224073410034,1.1028200387954712,1.0463790893554688,0.11964011604519628,0.997
low_lei_candes,8,200,1.0,500,8,1000,1.0098695755004883,1.006467342376709,1.007947564125061,1.011009931564331,1.0209563970565796,1.0662838220596313,0.24815615363948246,0.9942500000000001
low_lei_candes,8,200,2.0,500,8,1000,1.004209280014038,1.0029876232147217,1.0015878677368164,1.0051343441009521,1.0160757303237915,1.0166932344436646,0.3095510965286392,0.9995
low_lei_candes,8,200,3.0,500,8,1000,1.0014744997024536,1.0032235383987427,1.0016164779663086,1.001007318496704,1.0011812448501587,1.0024992227554321,0.5333999096313837,0.9962500000000001
low_lei_candes,8,10000,3.0,500,8,1000,1.0672802925109863,1.082519292831421,1.0571833848953247,1.0466185808181763,1.0561063289642334,1.0896271467208862,0.11717749838822095,0.998
low_lei_candes,8,10000,2.0,500,8,1000,1.0404918193817139,1.0771913528442383,1.0232372283935547,1.0413345098495483,1.089302659034729,1.0791488885879517,0.0693373233653238,0.98725
low_lei_candes,8,10000,1.0,500,8,1000,1.2497669458389282,1.1956974267959595,1.1017881631851196,1.0409719944000244,1.0846481323242188,1.4897637367248535,0.08227870079062974,0.9115000000000001
low_lei_candes,8,1000,3.0,500,8,1000,1.016190528869629,1.015706181526184,1.0139870643615723,1.0171959400177002,1.0198639631271362,1.010482668876648,0.27630725733429023,1.0
low_lei_candes,8,1000,2.0,500,8,1000,1.0132460594177246,1.0133731365203857,1.0087555646896362,1.0115293264389038,1.01718008518219,1.0352275371551514,0.16464811483509256,0.99925
low_lei_candes,8,1000,1.0,500,8,1000,1.0894420146942139,1.0258413553237915,1.0479711294174194,1.0768239498138428,1.113311529159546,1.1147743463516235,0.16589529907508377,0.978
low_lei_candes,2,200,1.0,500,8,1000,1.015784502029419,1.0183732509613037,1.0201886892318726,1.018039584159851,1.0156776905059814,1.0331064462661743,0.2887193978667538,0.98325
low_lei_candes,2,200,2.0,500,8,1000,1.0102840662002563,1.008995771408081,1.0103014707565308,1.015381932258606,1.0195966958999634,1.017503023147583,0.38533553806617915,0.98325
low_lei_candes,2,200,3.0,500,8,1000,1.0031689405441284,1.0008808374404907,1.0010018348693848,1.0038256645202637,1.0070942640304565,1.0022881031036377,0.6319660067118245,0.978
low_lei_candes,2,10000,3.0,500,8,1000,1.0088613033294678,1.0869230031967163,1.0399245023727417,1.020904302597046,1.1134121417999268,1.0774253606796265,0.12024335836766847,0.99725
low_lei_candes,2,10000,2.0,500,8,1000,1.0849932432174683,1.0493119955062866,1.0193133354187012,1.0430151224136353,1.0624960660934448,1.1001979112625122,0.0739824432556458,0.979
low_lei_candes,2,10000,1.0,500,8,1000,1.142572045326233,1.129216194152832,1.0892022848129272,1.0992904901504517,1.083450436592102,1.2209715843200684,0.08157768938828834,0.90675
low_lei_candes,2,1000,1.0,500,8,1000,1.0592628717422485,1.0780620574951172,1.0627336502075195,1.0392664670944214,1.0260746479034424,1.0798832178115845,0.16489070258307392,0.9804999999999999
low_lei_candes,2,1000,2.0,500,8,1000,1.014270305633545,1.0274568796157837,1.0176501274108887,1.004850149154663,1.0044480562210083,1.0306520462036133,0.15989274914010237,0.99875
low_lei_candes,2,1000,3.0,500,8,1000,1.0428917407989502,1.0186222791671753,1.0178920030593872,1.0268375873565674,1.03224778175354,1.0372763872146606,0.27756532824365593,1.0
1201_BNG_breastTumor,9,10000,1.0,11664,8,1000,1.0003975629806519,1.0048518180847168,1.0062659978866577,1.0067490339279175,1.0145667791366577,1.0324796438217163,9.501206057874654,0.209855109739369
1201_BNG_breastTumor,9,1000,1.0,11664,8,1000,0.999579668045044,1.0003267526626587,1.0014241933822632,0.9998190999031067,1.0011118650436401,1.0022165775299072,9.859288460983429,0.40846836419753085
1201_BNG_breastTumor,9,1000,2.0,11664,8,1000,0.9996916651725769,0.9998745918273926,0.9996500015258789,0.9998841881752014,0.9999830722808838,0.9997972249984741,9.921397620498126,0.5351723251028807
1201_BNG_breastTumor,9,1000,3.0,11664,8,1000,1.0000770092010498,1.0016248226165771,1.0008189678192139,1.0001742839813232,1.00078284740448,1.0023609399795532,10.158475332051157,0.7056434327846365
1201_BNG_breastTumor,9,200,3.0,11664,8,1000,1.0012922286987305,1.0034170150756836,1.001250147819519,1.001315951347351,1.002777338027954,1.0048503875732422,10.426984405872751,0.76326731824417
1201_BNG_breastTumor,9,200,2.0,11664,8,1000,0.9997324347496033,1.0012346506118774,0.9999527335166931,0.9996076226234436,1.0003465414047241,1.000676155090332,10.20298721864409,0.6289866255144033
1201_BNG_breastTumor,9,200,1.0,11664,8,1000,0.9997646808624268,0.9997706413269043,0.999718189239502,0.9998524188995361,0.99992835521698,0.9998869299888611,10.154459556002369,0.5232874657064471
1201_BNG_breastTumor,3,1000,2.0,11664,8,1000,0.9995964169502258,1.0008186101913452,0.9996750354766846,0.9998040795326233,0.9999037981033325,1.001185655593872,9.891525622340026,0.533789866255144
1201_BNG_breastTumor,3,1000,3.0,11664,8,1000,1.0003026723861694,1.0117323398590088,1.0045069456100464,1.0005322694778442,1.0021283626556396,1.0067098140716553,10.138587988033937,0.6843599965706447
1201_BNG_breastTumor,3,1000,1.0,11664,8,1000,0.9998583793640137,1.0019421577453613,1.0013214349746704,0.9997915029525757,1.000387191772461,1.0012892484664917,9.835997187688864,0.4118334190672154
1201_BNG_breastTumor,3,200,1.0,11664,8,1000,0.9996650815010071,0.9996198415756226,0.9998143911361694,0.9996011853218079,0.9998106360435486,0.9999330043792725,10.069247911404666,0.5665830761316872
1201_BNG_breastTumor,3,200,3.0,11664,8,1000,1.0001235008239746,1.0014493465423584,1.0004085302352905,1.0001691579818726,1.0007526874542236,1.0016131401062012,10.49898707062528,0.806187842935528
1201_BNG_breastTumor,3,200,2.0,11664,8,1000,0.9996768832206726,1.0000557899475098,0.9997845888137817,0.9997404217720032,0.999701201915741,0.9999525547027588,10.190980620042325,0.6643518518518519
1201_BNG_breastTumor,3,10000,1.0,11664,8,1000,1.0013446807861328,1.0057833194732666,1.0085651874542236,1.0087404251098633,1.016680359840393,1.009597897529602,9.555940733987484,0.20248199588477367
1201_BNG_breastTumor,4,200,1.0,11664,8,1000,0.9997059106826782,1.0002601146697998,0.9997476935386658,0.9997003674507141,0.9996217489242554,0.9997396469116211,10.31893297605571,0.49486668381344306
1201_BNG_breastTumor,4,200,2.0,11664,8,1000,0.9999735951423645,1.0004332065582275,0.999697744846344,0.9999657273292542,1.0006273984909058,1.0002405643463135,10.399531867621427,0.6101144547325104
1201_BNG_breastTumor,4,200,3.0,11664,8,1000,1.0001285076141357,1.0010308027267456,1.0006521940231323,1.0002230405807495,1.0006195306777954,1.0022614002227783,10.681569269327344,0.7563443072702332
1201_BNG_breastTumor,4,1000,3.0,11664,8,1000,1.0002607107162476,1.0031465291976929,1.0039746761322021,1.0008127689361572,1.0013937950134277,1.0090875625610352,10.03225636148315,0.67309670781893
1201_BNG_breastTumor,4,1000,2.0,11664,8,1000,0.9996284246444702,0.9999669790267944,0.9998858571052551,0.9996412396430969,1.0002269744873047,1.0010374784469604,9.846891934997998,0.5107167352537723
1201_BNG_breastTumor,4,1000,1.0,11664,8,1000,0.9996882081031799,1.0007156133651733,1.0000663995742798,0.9997289180755615,0.9998155832290649,0.9998109340667725,9.813756481086314,0.3847307956104252
1201_BNG_breastTumor,4,10000,1.0,11664,8,1000,1.0029499530792236,1.0171246528625488,1.0089865922927856,1.0285054445266724,1.010347604751587,1.0238158702850342,9.57384978812453,0.20632930384087794
1201_BNG_breastTumor,7,1000,1.0,11664,8,1000,1.0000299215316772,0.9999628663063049,0.9997752904891968,1.0000207424163818,1.00051748752594,1.000527024269104,9.673002059281558,0.4235789609053498
1201_BNG_breastTumor,7,1000,3.0,11664,8,1000,1.0008097887039185,1.004084587097168,1.0012099742889404,1.0005295276641846,1.002719759941101,1.0052732229232788,10.029406753603652,0.7173461076817559
1201_BNG_breastTumor,7,1000,2.0,11664,8,1000,0.9996957778930664,1.002213478088379,1.0003787279129028,0.9996685981750488,1.0006587505340576,1.0018675327301025,9.74122098715102,0.5487611454046639
1201_BNG_breastTumor,7,200,2.0,11664,8,1000,0.9995903372764587,1.0006343126296997,0.9998478293418884,0.9995518326759338,1.0001165866851807,1.0015149116516113,9.828858162292944,0.66284079218107
1201_BNG_breastTumor,7,200,3.0,11664,8,1000,0.999779462814331,1.0018980503082275,1.000415325164795,0.9999575614929199,1.0005407333374023,1.0025216341018677,10.076285233697467,0.8175690157750343
1201_BNG_breastTumor,7,200,1.0,11664,8,1000,0.9995574951171875,1.0002005100250244,0.9995629191398621,0.9995715618133545,0.999626636505127,0.9995928406715393,9.80162884640471,0.5427490569272977
1201_BNG_breastTumor,7,10000,1.0,11664,8,1000,1.0018199682235718,1.0152578353881836,1.0111864805221558,1.0153642892837524,1.0064407587051392,1.0323724746704102,9.38165137950364,0.20393947187928668
1201_BNG_breastTumor,5,10000,1.0,11664,8,1000,1.0022162199020386,1.0067986249923706,1.005466103553772,1.032309889793396,1.0124675035476685,1.0338242053985596,9.52618030545324,0.20466820987654322
1201_BNG_breastTumor,5,1000,1.0,11664,8,1000,0.9998543858528137,1.0000842809677124,1.0000615119934082,1.0001698732376099,1.0005007982254028,1.0004966259002686,9.79909365211465,0.414769804526749
1201_BNG_breastTumor,5,1000,2.0,11664,8,1000,0.9996398687362671,1.0029164552688599,1.0018254518508911,1.0000438690185547,1.0007797479629517,1.0047835111618042,9.871333452468914,0.5305534122085047
1201_BNG_breastTumor,5,1000,3.0,11664,8,1000,0.9997100234031677,1.0119489431381226,1.0086088180541992,1.0004291534423828,1.0040862560272217,1.022107720375061,10.12345310009465,0.6872749485596708
1201_BNG_breastTumor,5,200,1.0,11664,8,1000,0.9995672702789307,0.9998354315757751,0.9997010827064514,0.9996938109397888,0.999715268611908,0.9997283816337585,10.07922406555522,0.5557377400548696
1201_BNG_breastTumor,5,200,2.0,11664,8,1000,0.9996717572212219,1.0004136562347412,0.9999304413795471,0.9995981454849243,0.9997345209121704,0.9998963475227356,10.212938676180224,0.6708354766803841
1201_BNG_breastTumor,5,200,3.0,11664,8,1000,1.0001951456069946,1.003343105316162,1.0002615451812744,1.0003527402877808,1.0019761323928833,1.0041580200195312,10.501112915576956,0.8150612997256516
1201_BNG_breastTumor,10,200,1.0,11664,8,1000,0.9996060132980347,0.9999090433120728,0.9997139573097229,0.9997430443763733,0.9997745752334595,0.9998188614845276,10.224466399036832,0.5018968621399177
1201_BNG_breastTumor,10,200,2.0,11664,8,1000,0.9997634291648865,0.9998859763145447,1.0002622604370117,0.9998807311058044,0.9999096393585205,1.0002937316894531,10.26006469912188,0.6150655864197532
1201_BNG_breastTumor,10,200,3.0,11664,8,1000,0.9997116923332214,1.001357078552246,1.0008373260498047,0.9996668100357056,0.9999664425849915,1.0008972883224487,10.435686135308284,0.7690650720164609
1201_BNG_breastTumor,10,10000,1.0,11664,8,1000,1.0033537149429321,1.0129420757293701,1.0416816473007202,1.0370851755142212,1.007038950920105,1.009688138961792,9.486216950457692,0.2112804355281207
1201_BNG_breastTumor,10,1000,3.0,11664,8,1000,0.9996697306632996,1.0087491273880005,1.0053995847702026,0.9998639822006226,1.003888726234436,1.0127660036087036,10.075778820163173,0.6932763203017833
1201_BNG_breastTumor,10,1000,2.0,11664,8,1000,0.9997695088386536,1.0012162923812866,1.0003520250320435,1.000026822090149,0.9998428821563721,1.0008317232131958,9.794400965281927,0.5282921810699589
1201_BNG_breastTumor,10,1000,1.0,11664,8,1000,0.9999344944953918,1.0010018348693848,0.9999697804450989,1.0003585815429688,1.0000412464141846,1.0014370679855347,9.729936415294734,0.40419238683127573
1201_BNG_breastTumor,2,10000,1.0,11664,8,1000,1.0000799894332886,1.0159454345703125,1.0139216184616089,1.008899450302124,1.0018563270568848,1.011454463005066,9.505327283635712,0.2074974279835391
1201_BNG_breastTumor,2,200,2.0,11664,8,1000,0.9998154640197754,1.0002853870391846,0.9998212456703186,1.0000066757202148,1.0002281665802002,1.0011584758758545,10.188020797380323,0.6562714334705075
1201_BNG_breastTumor,2,200,3.0,11664,8,1000,1.0001832246780396,1.0025277137756348,1.0004321336746216,1.000664472579956,1.0015981197357178,1.0017585754394531,10.6221681837599,0.7961676954732511
1201_BNG_breastTumor,2,200,1.0,11664,8,1000,0.9995243549346924,0.999628484249115,0.9996045231819153,0.9996067881584167,0.9995578527450562,0.9996410012245178,10.086770282533609,0.5506365740740741
1201_BNG_breastTumor,2,1000,2.0,11664,8,1000,0.9998242855072021,1.0001581907272339,0.9999500513076782,0.999966025352478,1.0005884170532227,1.0010606050491333,9.819202009016566,0.5110382373113854
