dgp,seed,ntrain,temperature,n_test,n_chains,n_posterior,gr_posterior_mean,gr_q5,gr_q25,gr_q50,gr_q75,gr_q95,rmse_credible,coverage_credible
1199_BNG_echoMonths,5,1000,1.0,1750,8,1000,0.9998555183410645,1.0008879899978638,0.9998866319656372,1.000644564628601,1.0002142190933228,1.0004401206970215,11.43697564284936,0.5142142857142857
1199_BNG_echoMonths,5,1000,2.0,1750,8,1000,1.0002632141113281,1.0001875162124634,1.00011146068573,1.0006897449493408,1.000975489616394,1.0042186975479126,11.453117436420452,0.6564285714285714
1199_BNG_echoMonths,5,1000,3.0,1750,8,1000,1.000734567642212,1.0027544498443604,1.0047358274459839,1.0027244091033936,1.0027439594268799,1.0136656761169434,11.683817298518637,0.8171428571428572
1199_BNG_echoMonths,5,200,2.0,1750,8,1000,1.0001981258392334,1.0000765323638916,1.000078797340393,1.0002819299697876,1.0006099939346313,1.0008766651153564,11.932903493712415,0.7354285714285714
1199_BNG_echoMonths,5,200,3.0,1750,8,1000,1.0005937814712524,1.0011080503463745,1.0016456842422485,1.0007381439208984,1.0021274089813232,1.006511926651001,12.303863563058414,0.8782857142857143
1199_BNG_echoMonths,5,200,1.0,1750,8,1000,0.999668538570404,0.9998199343681335,0.9996974468231201,0.9996865391731262,0.9996719360351562,0.9997134804725647,11.856402824288102,0.626
294_satellite_image,10,1000,3.0,644,8,1000,1.0152618885040283,1.0126174688339233,1.018822431564331,1.0206396579742432,1.0187612771987915,1.022938847541809,0.7774762542733542,0.9147903726708075
294_satellite_image,10,1000,2.0,644,8,1000,1.0380035638809204,1.0072652101516724,1.0066224336624146,1.0155537128448486,1.0130351781845093,1.0214316844940186,0.7995214226400282,0.8293866459627329
294_satellite_image,10,1000,1.0,644,8,1000,1.0862045288085938,1.0716103315353394,1.0470303297042847,1.0233819484710693,1.0726432800292969,1.0688170194625854,0.8407589653142056,0.7437888198757764
294_satellite_image,10,200,1.0,644,8,1000,1.0001553297042847,1.0003184080123901,1.0009948015213013,1.00165593624115,1.0003571510314941,1.000706434249878,0.9842770282023746,0.764557453416149
294_satellite_image,10,200,3.0,644,8,1000,1.0036979913711548,1.0046594142913818,1.0042799711227417,1.0040446519851685,1.004066824913025,1.0040836334228516,0.9002256990962537,0.9386645962732919
294_satellite_image,10,200,2.0,644,8,1000,1.0007293224334717,1.002077579498291,1.001305341720581,1.0011590719223022,1.0006390810012817,1.0003739595413208,0.9503289579620403,0.8330745341614907
294_satellite_image,9,1000,1.0,644,8,1000,1.0171809196472168,1.0387015342712402,1.0068519115447998,1.0111156702041626,1.014155387878418,1.010371446609497,0.895183747397158,0.733889751552795
294_satellite_image,9,1000,3.0,644,8,1000,1.011451005935669,1.0101386308670044,1.0022310018539429,1.0110799074172974,1.0159432888031006,1.0370032787322998,0.8315992134878161,0.9136257763975155
294_satellite_image,9,1000,2.0,644,8,1000,1.0050994157791138,1.0009435415267944,1.0047614574432373,1.0026363134384155,1.0034279823303223,1.0031490325927734,0.8558458057125128,0.8179347826086957
294_satellite_image,9,200,1.0,644,8,1000,0.9997596740722656,1.0006636381149292,0.9995923638343811,1.000625729560852,1.0033196210861206,1.0003529787063599,0.9523284560805217,0.78027950310559
294_satellite_image,9,200,2.0,644,8,1000,0.9999166131019592,0.9997541308403015,1.0003223419189453,1.000667691230774,0.9995731115341187,1.0008721351623535,0.9361104730552284,0.8410326086956522
294_satellite_image,9,200,3.0,644,8,1000,1.0033215284347534,1.0034332275390625,1.0015144348144531,1.001999020576477,1.003341794013977,1.0020688772201538,0.9076418584968506,0.9520574534161491
294_satellite_image,3,200,2.0,644,8,1000,1.0002208948135376,1.0003693103790283,1.0023205280303955,1.000686764717102,1.0000439882278442,1.001969337463379,0.9702689687982428,0.8410326086956521
294_satellite_image,3,200,3.0,644,8,1000,1.0013841390609741,1.0039734840393066,1.0012186765670776,1.0014227628707886,1.0048032999038696,1.0077736377716064,0.9747970447226488,0.9225543478260869
294_satellite_image,3,200,1.0,644,8,1000,1.002779483795166,1.0006816387176514,1.0006723403930664,1.0015127658843994,1.0035570859909058,1.0022116899490356,0.978812936710331,0.7816381987577639
294_satellite_image,3,1000,1.0,644,8,1000,1.0240182876586914,1.039016842842102,1.004717469215393,1.009411096572876,1.0733917951583862,1.045220971107483,0.9046470081009912,0.7313664596273292
294_satellite_image,3,1000,3.0,644,8,1000,1.0408748388290405,1.0135608911514282,1.0048130750656128,1.0138753652572632,1.0717434883117676,1.029686689376831,0.8622793320340632,0.8959627329192547
294_satellite_image,3,1000,2.0,644,8,1000,1.0077816247940063,1.004429578781128,1.00753915309906,1.0068329572677612,1.0066335201263428,1.0077775716781616,0.8737787079716087,0.8072593167701864
294_satellite_image,4,200,1.0,644,8,1000,1.0009928941726685,1.0058414936065674,1.0028923749923706,1.0012809038162231,1.0069997310638428,1.001299262046814,0.9618849871050719,0.7994953416149069
294_satellite_image,4,200,3.0,644,8,1000,1.003783941268921,1.00287926197052,1.0034236907958984,1.0031229257583618,1.0033564567565918,1.0025863647460938,0.9129291823597057,0.9305124223602484
294_satellite_image,4,200,2.0,644,8,1000,1.002611756324768,1.00275719165802,1.00130033493042,1.001968502998352,1.0033553838729858,1.001825213432312,0.9363114909092728,0.8540372670807453
294_satellite_image,4,1000,3.0,644,8,1000,1.05167818069458,1.007348895072937,1.0202383995056152,1.051459550857544,1.0673905611038208,1.0422775745391846,0.7946808430754417,0.9165372670807453
294_satellite_image,4,1000,2.0,644,8,1000,1.0383323431015015,1.010604739189148,1.0035779476165771,1.038796305656433,1.0199271440505981,1.0141658782958984,0.8424444656753609,0.8237577639751552
294_satellite_image,4,1000,1.0,644,8,1000,1.0352699756622314,1.0513430833816528,1.012818694114685,1.0418754816055298,1.0505999326705933,1.0181816816329956,0.8795310010514974,0.7434006211180124
294_satellite_image,7,200,3.0,644,8,1000,1.0038679838180542,1.0046039819717407,1.0003395080566406,1.0006991624832153,1.0045627355575562,1.0039501190185547,0.9096556250234222,0.9406055900621119
294_satellite_image,7,200,2.0,644,8,1000,1.002249836921692,1.0025709867477417,1.0019949674606323,1.0012898445129395,1.0033494234085083,1.0015156269073486,0.9277005009942447,0.8379270186335404
294_satellite_image,7,200,1.0,644,8,1000,1.002029538154602,1.0041769742965698,1.0013506412506104,1.0004442930221558,1.006372332572937,1.0028337240219116,0.944877424557282,0.7705745341614907
294_satellite_image,7,1000,1.0,644,8,1000,1.0303080081939697,1.0162429809570312,1.0445568561553955,1.027572512626648,1.061489462852478,1.05068838596344,0.8487945667699774,0.749805900621118
294_satellite_image,7,1000,2.0,644,8,1000,1.00497305393219,1.0049172639846802,1.003473162651062,1.0080708265304565,1.002703070640564,1.0131763219833374,0.8119200835319998,0.8216226708074534
294_satellite_image,7,1000,3.0,644,8,1000,1.0265421867370605,1.0180718898773193,1.0053154230117798,1.0101052522659302,1.070136308670044,1.0205819606781006,0.766807296505807,0.9184782608695652
294_satellite_image,5,1000,2.0,644,8,1000,1.0075124502182007,1.0054024457931519,1.0034328699111938,1.0062167644500732,1.0042873620986938,1.0033878087997437,0.8269420840204625,0.827639751552795
294_satellite_image,5,1000,3.0,644,8,1000,1.0169609785079956,1.0081146955490112,1.0092110633850098,1.023633360862732,1.0180326700210571,1.0335707664489746,0.771073078323276,0.9314829192546583
294_satellite_image,5,1000,1.0,644,8,1000,1.0338478088378906,1.0410068035125732,1.0411995649337769,1.0102870464324951,1.0358060598373413,1.0569112300872803,0.8594285791339205,0.7432065217391304
294_satellite_image,5,200,1.0,644,8,1000,1.0003869533538818,1.0017553567886353,1.0003820657730103,1.0009311437606812,1.0026752948760986,1.0007866621017456,0.9655030671085519,0.8026009316770186
294_satellite_image,5,200,3.0,644,8,1000,1.0071990489959717,1.0038639307022095,1.0035327672958374,1.0025300979614258,1.0020778179168701,1.0035336017608643,0.9094878981940762,0.9291537267080745
294_satellite_image,5,200,2.0,644,8,1000,1.000636100769043,0.9998888969421387,1.0000920295715332,1.0005825757980347,1.0021566152572632,1.0007200241088867,0.9464831762899724,0.8513198757763976
294_satellite_image,2,200,2.0,644,8,1000,1.002397894859314,1.0005367994308472,1.00173819065094,1.0019031763076782,1.0019927024841309,1.002480149269104,0.938945179505684,0.8709239130434783
294_satellite_image,2,200,3.0,644,8,1000,1.0041548013687134,1.0082091093063354,1.0025947093963623,1.003141164779663,1.0024555921554565,1.0082008838653564,0.9209932963229766,0.9446816770186335
294_satellite_image,2,200,1.0,644,8,1000,1.0022774934768677,1.0030183792114258,1.0001574754714966,1.0019017457962036,1.0017949342727661,1.0015127658843994,0.9474274443727162,0.8068711180124224
294_satellite_image,2,1000,2.0,644,8,1000,1.0109928846359253,1.0252918004989624,1.0113083124160767,1.0100468397140503,1.0302292108535767,1.0312515497207642,0.7977413396284259,0.8346273291925466
294_satellite_image,2,1000,3.0,644,8,1000,1.04312002658844,1.011486291885376,1.0213624238967896,1.0355743169784546,1.0427801609039307,1.0237305164337158,0.7542781373551308,0.9291537267080745
294_satellite_image,2,1000,1.0,644,8,1000,1.0398492813110352,1.0476261377334595,1.0304763317108154,1.0375044345855713,1.0838806629180908,1.05751371383667,0.837274193750063,0.7482531055900621
294_satellite_image,8,200,1.0,644,8,1000,1.0016858577728271,1.0029553174972534,1.0025273561477661,1.0017790794372559,1.0039663314819336,1.000726342201233,1.0458504688619472,0.7711568322981366
294_satellite_image,8,200,2.0,644,8,1000,1.0003465414047241,1.0020396709442139,1.0001167058944702,1.0018377304077148,1.0028326511383057,1.0002405643463135,1.0340608323407454,0.8388975155279503
294_satellite_image,8,200,3.0,644,8,1000,1.0016324520111084,1.0031760931015015,1.0010409355163574,1.0046297311782837,1.0045311450958252,1.0055301189422607,1.0156106135658096,0.9155667701863355
294_satellite_image,8,1000,3.0,644,8,1000,1.0510549545288086,1.0198813676834106,1.0077197551727295,1.0304991006851196,1.0245261192321777,1.0168918371200562,0.8424314777297288,0.9033385093167702
294_satellite_image,8,1000,2.0,644,8,1000,1.014493465423584,1.0104728937149048,1.0127580165863037,1.0077428817749023,1.0282740592956543,1.0090985298156738,0.9066268259455095,0.7936723602484472
294_satellite_image,8,1000,1.0,644,8,1000,1.037018060684204,1.017291784286499,1.0234506130218506,1.0257443189620972,1.0508317947387695,1.064700722694397,0.9435615965902118,0.7170031055900621
294_satellite_image,6,1000,1.0,644,8,1000,1.096398115158081,1.0463569164276123,1.0161532163619995,1.0152812004089355,1.1094075441360474,1.0564559698104858,0.8877408154399681,0.7447593167701863
